epochs,accuracy,loss
0,0.08161666666666667,2.3902862071990967
1,0.20786666666666667,2.2051796913146973
2,0.3625833333333333,2.0387871265411377
3,0.5166,1.8382294178009033
4,0.5865166666666667,1.6594748497009277
5,0.6113333333333333,1.5303666591644287
6,0.6444833333333333,1.413939118385315
7,0.6839,1.308848261833191
8,0.7060833333333333,1.2191201448440552
9,0.7167833333333333,1.1507599353790283
10,0.7260333333333333,1.0928162336349487
11,0.7372333333333333,1.0400110483169556
12,0.7517,0.9881591200828552
13,0.7613666666666666,0.9298496842384338
14,0.76915,0.8681614995002747
15,0.78165,0.8071507215499878
16,0.8045166666666667,0.7507628798484802
17,0.82485,0.7038012146949768
18,0.8344833333333334,0.662291407585144
19,0.8392166666666667,0.6284672021865845
20,0.8435666666666667,0.5975175499916077
21,0.8504166666666667,0.5663802027702332
22,0.8559,0.5413445830345154
23,0.8597166666666667,0.521929919719696
24,0.86405,0.5038673877716064
25,0.8700333333333333,0.4825998842716217
26,0.8732666666666666,0.46466413140296936
27,0.8751666666666666,0.44941553473472595
28,0.8765166666666667,0.4388766288757324
29,0.8797166666666667,0.4278373718261719
30,0.88375,0.41515257954597473
31,0.8872333333333333,0.4034650921821594
32,0.8892333333333333,0.3941764235496521
33,0.8909333333333334,0.38670793175697327
34,0.8928,0.3782559335231781
35,0.8944333333333333,0.3715868294239044
36,0.8963666666666666,0.36392489075660706
37,0.898,0.35758092999458313
38,0.8993333333333333,0.3536175787448883
39,0.89995,0.35073962807655334
40,0.9006333333333333,0.3473604917526245
41,0.9013166666666667,0.34203457832336426
42,0.9029,0.336772084236145
43,0.90465,0.3304811716079712
44,0.9066333333333333,0.3233579695224762
45,0.90755,0.3192196488380432
46,0.9091333333333333,0.31584736704826355
47,0.9101333333333333,0.31374266743659973
48,0.9101666666666667,0.31121358275413513
49,0.91115,0.3070240020751953
50,0.9116166666666666,0.3022327721118927
51,0.9129166666666667,0.29967036843299866
52,0.9136833333333333,0.29848167300224304
53,0.91445,0.297210156917572
54,0.91635,0.29385441541671753
55,0.9171666666666667,0.2895342707633972
56,0.9175166666666666,0.28578558564186096
57,0.9176833333333333,0.2840520739555359
58,0.9170166666666667,0.28339508175849915
59,0.9169333333333334,0.28333404660224915
60,0.9181166666666667,0.279654324054718
61,0.9200833333333334,0.2751271724700928
62,0.9208333333333333,0.27352598309516907
63,0.92065,0.2724047601222992
64,0.92135,0.2704255282878876
65,0.9222833333333333,0.26672470569610596
66,0.9225166666666667,0.26501619815826416
67,0.9226833333333333,0.2647046148777008
68,0.92275,0.2628573179244995
69,0.9242166666666667,0.2591957747936249
70,0.9254666666666667,0.2574889063835144
71,0.9259166666666667,0.25656476616859436
72,0.92615,0.255239337682724
73,0.9266,0.2542015314102173
74,0.9267666666666666,0.25199225544929504
75,0.92715,0.24989844858646393
76,0.9266666666666666,0.24938513338565826
77,0.9266,0.2491069883108139
78,0.92615,0.2490403652191162
79,0.92665,0.24822767078876495
80,0.92705,0.24692684412002563
81,0.9282833333333333,0.245621457695961
82,0.9287333333333333,0.2446034848690033
83,0.9296,0.2440975457429886
84,0.9295,0.24382996559143066
85,0.9307333333333333,0.24146708846092224
86,0.9298833333333333,0.24099330604076385
87,0.9309666666666667,0.23990555107593536
88,0.9309166666666666,0.23860329389572144
89,0.93195,0.23479661345481873
90,0.9330666666666667,0.23205430805683136
91,0.9331166666666667,0.23142820596694946
92,0.9319,0.2340206354856491
93,0.93105,0.23625443875789642
94,0.9308333333333333,0.23635657131671906
95,0.93185,0.2341567426919937
96,0.9331,0.23066498339176178
97,0.9335666666666667,0.2282727062702179
98,0.9342,0.22703933715820312
99,0.9342333333333334,0.22698384523391724
100,0.9348166666666666,0.22562256455421448
101,0.9346833333333333,0.22439876198768616
102,0.9352,0.22309602797031403
103,0.9361166666666667,0.22056908905506134
104,0.93575,0.22031362354755402
105,0.9353,0.2214374840259552
106,0.9359666666666666,0.21945476531982422
107,0.9368,0.21805989742279053
108,0.9365166666666667,0.2189321219921112
109,0.9364666666666667,0.21769499778747559
110,0.9366166666666667,0.2168072909116745
111,0.93745,0.21457558870315552
112,0.93765,0.21483850479125977
113,0.9377666666666666,0.21520908176898956
114,0.9366833333333333,0.217485249042511
115,0.9357333333333333,0.21999600529670715
116,0.93685,0.21707415580749512
117,0.938,0.21344059705734253
118,0.93975,0.20908914506435394
119,0.9397833333333333,0.20875421166419983
120,0.9394666666666667,0.20759373903274536
121,0.9391833333333334,0.20715788006782532
122,0.9386666666666666,0.2083614617586136
123,0.9391166666666667,0.20863349735736847
124,0.9391666666666667,0.20842617750167847
125,0.9399166666666666,0.20728932321071625
126,0.9404166666666667,0.2055661976337433
127,0.9402333333333334,0.20564612746238708
128,0.9406,0.20341677963733673
129,0.9407666666666666,0.20325593650341034
130,0.9409833333333333,0.20352205634117126
131,0.9409833333333333,0.20245490968227386
132,0.9404666666666667,0.20238324999809265
133,0.94115,0.20135018229484558
134,0.9413333333333334,0.2025379240512848
135,0.9408333333333333,0.2033238708972931
136,0.94125,0.2034846395254135
137,0.9413166666666667,0.20206576585769653
138,0.9430833333333334,0.19834928214550018
139,0.9437333333333333,0.19545800983905792
140,0.9435,0.19518324732780457
141,0.9431333333333334,0.19674405455589294
142,0.9415333333333333,0.19832605123519897
143,0.9416166666666667,0.19938702881336212
144,0.94145,0.1987295150756836
145,0.9431,0.196194127202034
146,0.9435166666666667,0.19351589679718018
147,0.9433,0.1939055621623993
148,0.9424666666666667,0.19660842418670654
149,0.9417,0.19791114330291748
150,0.9425666666666667,0.19624102115631104
151,0.9436833333333333,0.19431136548519135
152,0.9437166666666666,0.19517770409584045
153,0.9425333333333333,0.19605816900730133
154,0.9424166666666667,0.19699521362781525
155,0.9445666666666667,0.1934576779603958
156,0.9436333333333333,0.19241315126419067
157,0.9439,0.19027632474899292
158,0.94305,0.19050796329975128
159,0.9422166666666667,0.1927345097064972
160,0.9426,0.1933811455965042
161,0.9433666666666667,0.19263088703155518
162,0.9437166666666666,0.1905805915594101
163,0.9436,0.18924185633659363
164,0.9444666666666667,0.18639734387397766
165,0.9449333333333333,0.18617650866508484
166,0.9447333333333333,0.1883692592382431
167,0.9443333333333334,0.18920427560806274
168,0.9438666666666666,0.19005218148231506
169,0.9442833333333334,0.18816472589969635
170,0.94475,0.18708957731723785
171,0.9458166666666666,0.1853732466697693
172,0.9463666666666667,0.18476392328739166
173,0.94525,0.1871248036623001
174,0.9458333333333333,0.18604516983032227
175,0.9455333333333333,0.18616534769535065
176,0.9455666666666667,0.1861581653356552
177,0.9457166666666666,0.18478143215179443
178,0.94615,0.18366028368473053
179,0.9460833333333334,0.18408727645874023
180,0.9461166666666667,0.18387119472026825
181,0.9459333333333333,0.1851000189781189
182,0.9458,0.18612028658390045
183,0.94605,0.1841009259223938
184,0.9471166666666667,0.18089139461517334
185,0.9460166666666666,0.18241779506206512
186,0.9455833333333333,0.18484017252922058
187,0.9468333333333333,0.1827983409166336
188,0.9471666666666667,0.17965012788772583
189,0.94745,0.17892363667488098
190,0.9468666666666666,0.18078620731830597
191,0.94735,0.17988340556621552
192,0.9476166666666667,0.17906641960144043
193,0.9469833333333333,0.18068641424179077
194,0.94575,0.18279890716075897
195,0.9446666666666667,0.18715882301330566
196,0.9450666666666667,0.18731622397899628
197,0.9452833333333334,0.18563500046730042
198,0.9451666666666667,0.18562522530555725
199,0.9449,0.1844622790813446
200,0.9446666666666667,0.1831587255001068
201,0.9446166666666667,0.18330606818199158
202,0.9447333333333333,0.18592548370361328
203,0.94445,0.18672415614128113
204,0.9447833333333333,0.18510359525680542
205,0.9452166666666667,0.18212276697158813
206,0.9459666666666666,0.18133985996246338
207,0.9455,0.18358486890792847
208,0.94525,0.18667945265769958
209,0.9454166666666667,0.18571196496486664
210,0.94565,0.18298831582069397
211,0.9454333333333333,0.18150010704994202
212,0.9455166666666667,0.18064306676387787
213,0.9465333333333333,0.17761728167533875
214,0.9475333333333333,0.1747392863035202
215,0.9471333333333334,0.17447471618652344
216,0.9462,0.17542508244514465
217,0.9461833333333334,0.17696765065193176
218,0.9464666666666667,0.17789115011692047
219,0.9474166666666667,0.17829544842243195
220,0.94835,0.17607025802135468
221,0.9483166666666667,0.17529070377349854
222,0.9479333333333333,0.17630885541439056
223,0.9482833333333334,0.1753789782524109
224,0.9482833333333334,0.17368079721927643
225,0.94915,0.17287831008434296
226,0.94835,0.1743343323469162
227,0.94875,0.17465780675411224
228,0.9485,0.17471274733543396
229,0.9482666666666667,0.1735992580652237
230,0.9487,0.17164792120456696
231,0.9479166666666666,0.1734054982662201
232,0.9476833333333333,0.17344368994235992
233,0.9483166666666667,0.1723729968070984
234,0.9485333333333333,0.17227141559123993
235,0.9481833333333334,0.17367678880691528
236,0.9485833333333333,0.1724947988986969
237,0.9483166666666667,0.17148301005363464
238,0.9485,0.1704888790845871
239,0.9485666666666667,0.17065243422985077
240,0.9491666666666667,0.16999250650405884
241,0.9492666666666667,0.16914324462413788
242,0.9497166666666667,0.16860780119895935
243,0.94965,0.1683017611503601
244,0.9505333333333333,0.16571471095085144
245,0.9496333333333333,0.1655224710702896
246,0.9502166666666667,0.16421575844287872
247,0.95075,0.1635543256998062
248,0.9501333333333334,0.16468137502670288
249,0.9509666666666666,0.16279873251914978
250,0.9523666666666667,0.1601555496454239
251,0.9523666666666667,0.1590648740530014
252,0.9532666666666667,0.15797320008277893
253,0.9532166666666667,0.1583615094423294
254,0.9530666666666666,0.15805493295192719
255,0.9527833333333333,0.15915872156620026
256,0.95225,0.16064512729644775
257,0.9525666666666667,0.15927790105342865
258,0.9525666666666667,0.15877266228199005
259,0.9531,0.15855930745601654
260,0.9533666666666667,0.15803399682044983
261,0.95345,0.15638871490955353
262,0.9531333333333334,0.15829814970493317
263,0.9517166666666667,0.1623757779598236
264,0.9523,0.16155309975147247
265,0.95295,0.1574232131242752
266,0.9534166666666667,0.15796075761318207
267,0.9526,0.16077245771884918
268,0.9521666666666667,0.16164402663707733
269,0.9524833333333333,0.15979143977165222
270,0.95335,0.1589445024728775
271,0.9529833333333333,0.15876798331737518
272,0.9528666666666666,0.15867716073989868
273,0.9530833333333333,0.15776096284389496
274,0.9538666666666666,0.15621908009052277
275,0.9540333333333333,0.1553024798631668
276,0.9528333333333333,0.15628334879875183
277,0.95285,0.15669994056224823
278,0.9534333333333334,0.15642192959785461
279,0.9540166666666666,0.15387192368507385
280,0.9533,0.15383869409561157
281,0.9535833333333333,0.1538722664117813
282,0.95425,0.15214955806732178
283,0.9537833333333333,0.15383167564868927
284,0.95345,0.15575551986694336
285,0.9533333333333334,0.15554074943065643
286,0.9539666666666666,0.15408985316753387
287,0.95385,0.15407900512218475
288,0.9542166666666667,0.15313397347927094
289,0.9542,0.15264222025871277
290,0.95435,0.151496022939682
291,0.95415,0.15064220130443573
292,0.95495,0.1497134119272232
293,0.9544833333333334,0.15113332867622375
294,0.9544166666666667,0.15292847156524658
295,0.95405,0.15440797805786133
296,0.9531666666666667,0.15690258145332336
297,0.95255,0.1577807068824768
298,0.9534833333333333,0.15508240461349487
299,0.9541,0.1530979424715042
300,0.9547333333333333,0.15304811298847198
301,0.9555333333333333,0.1513025164604187
302,0.9558333333333333,0.15006417036056519
303,0.9556,0.15017928183078766
304,0.9558333333333333,0.15017253160476685
305,0.9570666666666666,0.14783017337322235
306,0.9578333333333333,0.14581212401390076
307,0.9580833333333333,0.144618958234787
308,0.9573,0.14735078811645508
309,0.9571,0.14729805290699005
310,0.95585,0.1493593007326126
311,0.9559,0.1501009464263916
312,0.9556666666666667,0.15062041580677032
313,0.9562833333333334,0.14891685545444489
314,0.9559833333333333,0.1483100950717926
315,0.9562833333333334,0.14713239669799805
316,0.9557666666666667,0.14761510491371155
317,0.9558333333333333,0.14754244685173035
318,0.9564333333333334,0.14681699872016907
319,0.9560333333333333,0.14816908538341522
320,0.9564833333333334,0.14756081998348236
321,0.9569666666666666,0.1451563984155655
322,0.9573166666666667,0.14368414878845215
323,0.9563666666666667,0.1457761824131012
324,0.9558333333333333,0.14694255590438843
325,0.9557166666666667,0.14692719280719757
326,0.9571333333333333,0.14377231895923615
327,0.9568166666666666,0.14456607401371002
328,0.95625,0.14599891006946564
329,0.9559833333333333,0.1464693695306778
330,0.9564166666666667,0.14528153836727142
331,0.9573333333333334,0.14314956963062286
332,0.9581666666666667,0.14174814522266388
333,0.9581333333333333,0.14159777760505676
334,0.9559833333333333,0.14691568911075592
335,0.95555,0.14884726703166962
336,0.9556,0.14788375794887543
337,0.9562166666666667,0.14611811935901642
338,0.9562166666666667,0.14517341554164886
339,0.9562666666666667,0.14558415114879608
340,0.9557166666666667,0.1461954116821289
341,0.9556666666666667,0.14719802141189575
342,0.9554,0.14742426574230194
343,0.9559333333333333,0.14544957876205444
344,0.9571333333333333,0.1423795074224472
345,0.9573166666666667,0.14107069373130798
346,0.9573166666666667,0.14055700600147247
347,0.9577,0.1402703821659088
348,0.9581666666666667,0.1392500102519989
349,0.95865,0.13803204894065857
350,0.9584666666666667,0.13941629230976105
351,0.9577833333333333,0.14058761298656464
352,0.95815,0.14086414873600006
353,0.9588,0.1385195255279541
354,0.9587,0.13798141479492188
355,0.9577666666666667,0.14037255942821503
356,0.95635,0.14207984507083893
357,0.9567,0.14147132635116577
358,0.9572666666666667,0.14088037610054016
359,0.9575166666666667,0.13975350558757782
360,0.9572833333333334,0.13952387869358063
361,0.9566333333333333,0.14083661139011383
362,0.9563833333333334,0.14087802171707153
363,0.9573333333333334,0.14000290632247925
364,0.958,0.13707321882247925
365,0.9584666666666667,0.13549456000328064
366,0.95845,0.13574448227882385
367,0.9581333333333333,0.13641323149204254
368,0.9588,0.1347881406545639
369,0.9592666666666667,0.13291150331497192
370,0.9591166666666666,0.13415250182151794
371,0.9588,0.13558164238929749
372,0.95875,0.13537611067295074
373,0.9589,0.13483795523643494
374,0.9591,0.13514459133148193
375,0.9591833333333334,0.1354168802499771
376,0.9590166666666666,0.13455209136009216
377,0.95905,0.13324473798274994
378,0.9600166666666666,0.13147129118442535
379,0.9598166666666667,0.13171963393688202
380,0.9601333333333333,0.13199414312839508
381,0.9596833333333333,0.13333144783973694
382,0.9592833333333334,0.1346592754125595
383,0.95935,0.13487839698791504
384,0.95965,0.13283871114253998
385,0.9603333333333334,0.13128095865249634
386,0.9604,0.1316765695810318
387,0.95975,0.13234515488147736
388,0.9593,0.1339481920003891
389,0.9588333333333333,0.13530120253562927
390,0.9585833333333333,0.1361314058303833
391,0.9581166666666666,0.13690081238746643
392,0.9589666666666666,0.13534113764762878
393,0.9589833333333333,0.1347939670085907
394,0.9582333333333334,0.1354745477437973
395,0.9576833333333333,0.13833920657634735
396,0.9571166666666666,0.14052070677280426
397,0.958,0.1378118395805359
398,0.9596666666666667,0.13433459401130676
399,0.9598833333333333,0.1320962756872177
400,0.9592333333333334,0.13399997353553772
401,0.95805,0.13799269497394562
402,0.95835,0.13892970979213715
403,0.9596,0.1362810879945755
404,0.9608666666666666,0.13215534389019012
405,0.96095,0.1328270137310028
406,0.9603166666666667,0.13398990035057068
407,0.9603833333333334,0.13322162628173828
408,0.9605666666666667,0.13190123438835144
409,0.9609166666666666,0.1312892735004425
410,0.96135,0.12971141934394836
411,0.96185,0.12850995361804962
412,0.9619666666666666,0.1276797652244568
413,0.9619333333333333,0.12749888002872467
414,0.9615166666666667,0.12859602272510529
415,0.96185,0.1279185265302658
416,0.9612,0.1276720017194748
417,0.9607833333333333,0.128126323223114
418,0.9608,0.12840157747268677
419,0.9608,0.1289287656545639
420,0.9608666666666666,0.1296090930700302
421,0.96125,0.12826906144618988
422,0.96155,0.12607251107692719
423,0.9626666666666667,0.12479064613580704
424,0.9627666666666667,0.12442293763160706
425,0.9621833333333333,0.12622368335723877
426,0.96265,0.1258060336112976
427,0.9623333333333334,0.12598833441734314
428,0.9627333333333333,0.12420908361673355
429,0.96355,0.12346324324607849
430,0.9635166666666667,0.12317544221878052
431,0.964,0.12230146676301956
432,0.9642333333333334,0.12193407863378525
433,0.9649,0.12067028880119324
434,0.9646666666666667,0.12097221612930298
435,0.96485,0.11965467780828476
436,0.9651833333333333,0.11904816329479218
437,0.9650833333333333,0.11889748275279999
438,0.9649833333333333,0.11864485591650009
439,0.96495,0.11821156740188599
440,0.9653333333333334,0.11874748766422272
441,0.9654,0.1188274398446083
442,0.9651833333333333,0.11819619685411453
443,0.9649333333333333,0.1183938980102539
444,0.9653833333333334,0.11721163243055344
445,0.9659,0.11611320078372955
446,0.9654166666666667,0.11714208871126175
447,0.96535,0.1172463521361351
448,0.96525,0.11628291755914688
449,0.9651833333333333,0.11716819554567337
450,0.9646333333333333,0.11725414544343948
451,0.9645333333333334,0.1179308295249939
452,0.9641,0.1198175847530365
453,0.9643166666666667,0.1197563037276268
454,0.9640666666666666,0.12035389244556427
455,0.9636,0.12150740623474121
456,0.9631666666666666,0.1230054497718811
457,0.9623166666666667,0.12425371259450912
458,0.9629,0.12295405566692352
459,0.9635666666666667,0.12150251120328903
460,0.9647333333333333,0.1192648708820343
461,0.96475,0.11866218596696854
462,0.9651333333333333,0.1185828372836113
463,0.96465,0.11905118823051453
464,0.9649333333333333,0.11817796528339386
465,0.9648,0.11818891763687134
466,0.96445,0.1190793514251709
467,0.9638333333333333,0.1208777204155922
468,0.9642166666666667,0.11957961320877075
469,0.9645,0.11989462375640869
470,0.9649333333333333,0.11871587485074997
471,0.96535,0.11734510213136673
472,0.96535,0.11856759339570999
473,0.9644666666666667,0.11968643963336945
474,0.9640833333333333,0.1201457753777504
475,0.9637833333333333,0.12050782889127731
476,0.96305,0.12262924015522003
477,0.9632666666666667,0.12236308306455612
478,0.9638666666666666,0.12159508466720581
479,0.9641333333333333,0.11965367197990417
480,0.9646166666666667,0.11924957484006882
481,0.9643666666666667,0.12042392790317535
482,0.96375,0.12151492387056351
483,0.9629,0.12277309596538544
484,0.9623666666666667,0.12403395771980286
485,0.96305,0.12344424426555634
486,0.964,0.1212913915514946
487,0.96485,0.11912405490875244
488,0.965,0.11815974861383438
489,0.9646166666666667,0.11826787889003754
490,0.963,0.12000487744808197
491,0.9630166666666666,0.12093634158372879
492,0.9636,0.11986389011144638
493,0.9637333333333333,0.12030930817127228
494,0.9633833333333334,0.12089505046606064
495,0.9636833333333333,0.11919824779033661
496,0.9644666666666667,0.11848629266023636
497,0.9649666666666666,0.11762743443250656
498,0.9645666666666667,0.11845969408750534
499,0.9647333333333333,0.11931109428405762
